entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,retest_level,level_type,liquidity_sweep,adx,rsi,entry_hour,contracts,raw_pnl,costs,pnl,result,capital_after
2026-02-04 15:15:00-05:00,2026-02-04 15:45:00-05:00,LONG,6920.75,6910.46,6910.46,6941.32,6917.200823309164,VWAP,1,27.1,57.9,15,1,-51.45,2.4,-53.85,SL,2946.15
